dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,128.0,"[0.01904858265211625, 0.01695640592141209, 0.016493115704419428, 0.01852211604673836, 0.02031823530737492]","[0.023204192643452467, 0.017459734343596062, 0.016092814374712914, 0.022534774727177638, 0.02294356536783084]","[0.017490045910061668, 0.016590713090001246, 0.01611143664471678, 0.016253597879123033, 0.01640635296868758]","[0.017490045910061664, 0.01659071309000125, 0.016111436644716776, 0.016253597879123033, 0.01640635296868758]","[5, 5, 5, 5, 5]","[0.01710041172454802, 0.016499289882148535, 0.016016016879791116, 0.0156864683372192, 0.015428382384015745]","[0.0019481709275682296, 0.0004571160392635547, 0.00047709882462831053, 0.0028356477095191606, 0.004889852923359176]","[-0.037416772925292996, 0.02237592626200141, -0.004626621964030575, -0.012789326221670588, -0.017785442214599434]","[0.01606150922671396, 0.016373457776602547, 0.016092814374712914, 0.014683303667109382, 0.014772049868901765]","[0.0071426834167385034, 0.0010862765669935161, 0, 0.007851471060068256, 0.008171515498929076]"
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,1.0,"[0.03286652140664958, 0.02341155104232788, 0.0870792648534572, 0.06317940268276444, 0.04397715938832573]","[0.022246935071950566, 0.018256812436688925, 0.1254760444484173, 0.19719150184948758, 0.050069071197377774]","[0.019396125117092843, 0.01907064062437668, 0.06563812294805092, 0.01687449799178889, 0.018054489530150996]","[0.019396125117092843, 0.01907064062437668, 0.06563812294805092, 0.01687449799178889, 0.018054489530150996]","[5, 5, 5, 5, 5]","[0.01602852604470366, 0.017985413019888877, 0.060277837471699354, 0.005298271819045006, 0.011573822065607316]","[0.01683799536194592, 0.005426138022439002, 0.026801427381757843, 0.05788113086371943, 0.03240333732271841]","[-0.0574986443594466, 0.05459495957007343, 0.2225940069591547, -0.028008337649174486, 0.04432221244739787]","[0.01868342262837841, 0.018256812436688925, 0.05067864257295933, 0.0, 0.01005084411334431]","[0.0035635124435721543, 0, 0.07479740187545798, 0.19719150184948758, 0.040018227084033464]"
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,2.0,"[0.020430618680613903, 0.022934885061320017, 0.018616575587497255, 0.02149375680077148, 0.02085551595569053]","[0.01658838305105513, 0.019220079044288643, 0.018182357035702333, 0.026078829539584344, 0.030508354911709175]","[0.016116348721986876, 0.017181797631465833, 0.016090485415291702, 0.016136372949700186, 0.016275128061240138]","[0.016116348721986872, 0.01718179763146583, 0.016090485415291702, 0.016136372949700193, 0.016275128061240138]","[5, 5, 5, 5, 5]","[0.015037781232330119, 0.015743525774002287, 0.015458962872240314, 0.014797026986932364, 0.01513003108762754]","[0.005392837448283784, 0.00719135928731773, 0.003157612715256942, 0.006696729813839117, 0.005725484868062988]","[0.0051300787584742935, 0.03304189185786899, 0.0006740930002433199, 0.00680749115177276, 0.01360503757148121]","[0.01599834013971981, 0.016672227278260128, 0.015567517510189043, 0.013650758802229155, 0.012716821348622877]","[0.000590042911335323, 0.002547851766028517, 0.002614839525513289, 0.012428070737355188, 0.017791533563086298]"
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,4.0,"[0.020162905144654047, 0.019731884838162024, 0.021517908922710237, 0.01902754002450339, 0.021434163076833858]","[0.021808260657003413, 0.01680680826332506, 0.01706511177356214, 0.02495867701487251, 0.017947490756176205]","[0.018397527139817557, 0.016293187295342737, 0.017870050539047732, 0.016783612308874783, 0.0182189984223071]","[0.018397527139817557, 0.016293187295342737, 0.017870050539047732, 0.016783612308874783, 0.0182189984223071]","[5, 5, 5, 5, 5]","[0.017956182638608435, 0.015433512909637915, 0.016958085943132105, 0.016222630379967632, 0.01741520725867541]","[0.002206722506045613, 0.004298371928524109, 0.004559822979578131, 0.0028049096445357602, 0.004018955818158448]","[-0.048036404173281255, 0.014253290196442753, -0.042190277613794014, -0.02633593163258252, -0.04614073480546638]","[0.017544843760521095, 0.016164782053347156, 0.01706511177356214, 0.014739846132375351, 0.017947490756176205]","[0.00426341689648232, 0.0006420262099779027, 0, 0.01021883088249716, 0]"
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,8.0,"[0.021287817167200632, 0.018708531265773064, 0.01693585916870943, 0.018272111454046856, 0.01979802958289351]","[0.03175282913892948, 0.0172579603709792, 0.017305887489666962, 0.020807518714505955, 0.0212167684814358]","[0.01850218033925422, 0.016692953416182113, 0.016108877542596566, 0.0165502596370384, 0.01662373995331762]","[0.018502180339254222, 0.016692953416182123, 0.016108877542596566, 0.016550259637038392, 0.01662373995331762]","[5, 5, 5, 5, 5]","[0.017805771132267615, 0.016189058953784377, 0.01590213213606835, 0.016119796682786285, 0.01583016754592365]","[0.0034820460349330173, 0.0025194723119886884, 0.0010337270326410799, 0.0021523147712605717, 0.00396786203696986]","[-0.04911363685714487, 0.024554478252721945, -0.004341258881688875, -0.02145293973141371, -0.023102141446171065]","[0.015189518139335407, 0.016551701677482853, 0.015809625055828967, 0.015485944867671502, 0.015475482821288076]","[0.016563310999594075, 0.0007062586934963476, 0.0014962624338379958, 0.005321573846834454, 0.005741285660147725]"
Voting,500,11,,SLearner1,DPExplainableBoostingRegressor,16.0,"[0.020443871799741664, 0.017060211597606317, 0.0166895404891939, 0.01927524231719356, 0.02173159142025867]","[0.02527329471919779, 0.01627561462988793, 0.016098346857359617, 0.024153825237366464, 0.02470261057374644]","[0.018355138225666645, 0.01656787753655255, 0.01618019195735409, 0.016343995601764114, 0.016461362582590695]","[0.018355138225666645, 0.01656787753655256, 0.016180191957354095, 0.01634399560176411, 0.016461362582590695]","[5, 5, 5, 5, 5]","[0.01783295483214789, 0.016444794021289108, 0.016052854824394135, 0.015611183922906752, 0.0151438053731737]","[0.002610916967593774, 0.0006154175763172084, 0.0006366856647997644, 0.0036640583942868085, 0.006587786047084969]","[-0.0475931424865802, 0.021859700881618566, -0.009495311655515482, -0.015936266433684704, -0.019269965455910115]","[0.01662559910228386, 0.01627561462988793, 0.016098346857359617, 0.014391538192863523, 0.014401050584801758]","[0.00864769561691393, 0, 0, 0.009762287044502941, 0.010301559988944681]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,128.0,"[0.06581547981114744, 0.05496930362657, 0.10334705766437904, 0.05960763796393927, 0.05869403992065222]","[0.0279430052226804, 0.030712310534812125, 0.016671316082342503, 0.02021824572746436, 0.016277477050483647]","[0.010316762464149079, 0.010103643154497792, 0.030605050469239472, 0.011962710901666567, 0.009349963392728217]","[0.016096010964147447, 0.019924911114153707, 0.01809594020427053, 0.0167240587488694, 0.018385114370667543]","[5, 5, 5, 5, 5]","[0.0, 0.0, 0.012419548670454583, 5.147913609839655e-05, 0.0]","[0.06581547981114744, 0.05496930362657, 0.09092750899392446, 0.05955615882784087, 0.05869403992065222]","[0.002445393675611779, 0.061926408746470846, -0.0447873775784183, -0.025179907365808052, -0.047907028260463225]","[0.013134262399514209, 0.017228061258989104, 0.016671316082342503, 0.015850512004220663, 0.016277477050483647]","[0.01480874282316619, 0.013484249275823021, 0, 0.004367733723243698, 0]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,1.0,"[394.1309017505461, 155.0291749043043, None, 1494.1952858664883, 173.96090263920462]","[4.484884855644018, 8.150628880013231, None, 114.68781982355735, 0.369531057966789]","[242.4780811227354, 81.07082829993692, None, 711.5289258821764, 57.22300890163716]","[55.974152989622496, 20.502934836876914, None, 0.05391068805336533, 12.317412625638525]","[2, 2, None, 2, 3]","[90.82526049492469, 7.112481695569528, None, 0.0, 0.0]","[303.3056412556214, 147.91669320873478, None, 1494.1952858664883, 173.96090263920462]","[-7.4805122123159835, -4.526239587766317, None, 0.19447533786947535, -3.507324135951025]","[4.484884855644018, 8.150628880013231, None, 0.0, 0.369531057966789]","[0, 0, None, 114.68781982355735, 0]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,2.0,"[10.024760194381926, 9.399348619157093, 14.640466463759166, 16.924933590267752, 33.068520614214734]","[0.9677970889607518, 1.5380413298083024, 1.6353617695984175, 0.7731776037355134, 0.9654243553867735]","[2.506564587441085, 2.1172893465873455, 3.8580344344585242, 4.797697644766125, 9.647255791800912]","[0.2582418893548385, 0.10023738708793412, 0.8971144997076043, 0.0858840893114835, 0.062794402833931]","[5, 3, 5, 3, 4]","[0.6270156857058744, 0.0, 1.1624264271333633, 0.0, 1.840167517662973]","[9.397744508676052, 9.399348619157093, 13.478040036625803, 16.924933590267752, 31.22835309655176]","[-0.4920892788315142, -0.2900816369128101, -0.9386290367838007, -0.26418565119545157, -0.21611194279819956]","[0.08085308945336023, 0.0, 0.712552682234901, 0.0, 0.0]","[0.8869439995073916, 1.5380413298083024, 0.9228090873635165, 0.7731776037355134, 0.9654243553867735]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,4.0,"[1.013878468151194, 3.5512978945946863, 1.2397189358900764, 1.3664954908121325, 2.104087490487747]","[0.023675947114876097, 0.018528439311029845, 0.03422457096414508, 0.091899807112335, 0.026477002686838665]","[0.20517324373170084, 0.5883659128728214, 0.22076493740000705, 0.3195842215345231, 0.5049436933022193]","[0.017164772076971306, 0.15844066286941752, 0.054661619559355744, 0.020550799089494347, 0.018237974242155366]","[5, 5, 5, 5, 5]","[0.0029969376268275116, 0.0, 0.0, 0.057856404215120616, 0.10515774400583733]","[1.0108815305243666, 3.5512978945946863, 1.2397189358900764, 1.308639086597012, 1.9989297464819098]","[0.03278324363226712, -0.37729382695122216, -0.19639650848586138, -0.0667889816929082, -0.046345908430374366]","[0.015536978317495108, 0.018528439311029845, 0.03422457096414508, 0.0027135470837841846, 0.01617821713098454]","[0.00813896879738099, 0, 0, 0.08918626002855082, 0.010298785555854124]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.6515249865302217, 0.33092437539822256, 0.47073427254078504, 0.4814845130718223, 0.5114644408635484]","[0.016949401247197685, 0.02222277750760666, 0.020928790209356774, 0.020798513477755715, 0.021418466240374433]","[0.1309888656783493, 0.06390155946849353, 0.07409403623393622, 0.1012046878601816, 0.07073499667638564]","[0.01839904634062915, 0.01636827063815917, 0.016184067943411318, 0.016480306197315542, 0.02759268758833833]","[5, 5, 5, 5, 5]","[0.0008548354653812318, 0.0, 0.0, 0.006134731557271456, 0.0]","[0.6506701510648405, 0.33092437539822256, 0.47073427254078504, 0.4753497815145508, 0.5114644408635484]","[0.048052214586951414, 0.016680516306171234, 0.009697264020980173, -0.019755383656026915, -0.10725043857448607]","[0.016949401247197685, 0.014904643920797295, 0.014997887376924954, 0.015400754377205499, 0.021418466240374433]","[0, 0.007318133586809365, 0.005930902832431821, 0.005397759100550215, 0]"
Voting,500,11,,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.18417074982923148, 0.15565142608060548, 0.396568301897282, 0.18528364688249416, 0.25572796506833273]","[0.03239967235522715, 0.017766140362954222, 0.024334346301582006, 0.026836994390201454, 0.017377822838803677]","[0.028896624167327828, 0.034106788236336415, 0.07574978543750358, 0.026194472510859323, 0.03801667088620498]","[0.016167147125881604, 0.01773432141221051, 0.019700102907505415, 0.018272740287547645, 0.023660142975404655]","[5, 5, 5, 5, 5]","[0.0, 0.003720628775269158, 0.0, 0.0, 0.0]","[0.18417074982923148, 0.15193079730533632, 0.396568301897282, 0.18528364688249416, 0.25572796506833273]","[-0.008781577988202172, 0.04054985078014202, -0.06008387382307079, -0.046719474243926584, -0.08700639034855961]","[0.012109015818545218, 0.017726366674524582, 0.01854154205898627, 0.016131676761884192, 0.017377822838803677]","[0.020290656536681932, 3.977368842964044e-05, 0.005792804242595738, 0.010705317628317262, 0]"
Voting,500,11,,RLearner,DPExplainableBoostingRegressor,128.0,"[0.0332159504424159, 0.023805835888687107, 0.039123528631909314, 0.032962099275600044, 0.02910381509641556]","[0.02199803902151278, 0.02039358669106118, 0.018189607765016543, 0.021669458339726274, 0.016180745131992576]","[0.010998042410959969, 0.008735707848777774, 0.01665700675346175, 0.009833679588192376, 0.011367003517780716]","[0.016402690693931365, 0.017909579121255903, 0.016092266261998785, 0.016827081419465, 0.01756678233235392]","[5, 5, 5, 5, 5]","[0.005443565403095985, 0.004968175838800441, 0.011040376283849858, 0.004051574666340457, 0.006932800623122001]","[0.027772385039319912, 0.018837660049886667, 0.028083152348059456, 0.028910524609259587, 0.02217101447329356]","[0.01768218538565408, 0.04265616142290789, -0.0014950746068540799, -0.027148672261204182, -0.038428522199470516]","[0.01500385361203601, 0.017288577228804586, 0.015567930886244346, 0.015616487189399684, 0.016180745131992576]","[0.006994185409476771, 0.0031050094622565947, 0.002621676878772198, 0.0060529711503265905, 0]"
Voting,500,11,,RLearner,DPExplainableBoostingRegressor,1.0,"[334.9474731489152, 412.7335993854374, 41.61953059523289, None, 960.3581512434766]","[24.43822262705609, 5.442185908209136, 1.1680799661948846, None, 25.07230636537536]","[199.32133900644055, 146.6958330403015, 22.567452855032183, None, 450.88438039200264]","[87.0130916430856, 2.314225258943521, 1.389700812483732, None, 209.48042176708998]","[2, 2, 2, None, 3]","[63.6952048639659, 0.0, 3.5153751148314782, None, 196.14749496626564]","[271.2522682849493, 412.7335993854374, 38.10415548040141, None, 764.210656277211]","[-9.327218321239815, -1.5159601669996485, -1.1720114254860374, None, 14.472882633949467]","[24.43822262705609, 0.0, 1.1680799661948846, None, 25.07230636537536]","[0, 5.442185908209136, 0, None, 0]"
Voting,500,11,,RLearner,DPExplainableBoostingRegressor,2.0,"[94.59162567706117, 16.855506676414223, 23.834836350439442, 17.008813456539148, 9.512780485556119]","[2.7136185247635507, 0.2678715026096472, 0.5857948766210818, 0.32279523821226896, 0.13678931014996396]","[14.947053294501327, 3.654027893879791, 4.163242240835931, 3.8057947339865494, 1.9556214973065542]","[0.02334700643797024, 0.4400992675864499, 0.44679434675179913, 0.03001178598334889, 0.0780646612468826]","[5, 4, 5, 5, 4]","[0.0, 0.0, 0.0, 0.5050400533483987, 0.0]","[94.59162567706117, 16.855506676414223, 23.834836350439442, 16.50377340319075, 9.512780485556119]","[-0.08518788308234637, 0.6511599162821151, -0.6562806684170123, -0.1179904867751217, 0.2489470430291629]","[0.0, 0.2678715026096472, 0.41204421428447846, 0.0, 0.05848977827918882]","[2.7136185247635507, 0, 0.1737506623366033, 0.32279523821226896, 0.07829953187077514]"
Voting,500,11,,RLearner,DPExplainableBoostingRegressor,4.0,"[6.055709062864564, 3.092621692113415, 7.415027884887965, 1.229391006276381, 3.8500643026331165]","[0.7164192798645671, 0.4738228880889992, 0.04902527184097051, 0.05798395726813136, 0.032007324966013065]","[1.4374433553698531, 0.39381200713613185, 0.8822357810636782, 0.35035599517154614, 0.7375243310891796]","[0.024517665851848988, 0.03621834471793604, 0.035025877739563095, 0.09027941594885532, 0.09940446628410289]","[5, 5, 5, 5, 5]","[0.28287692849617496, 0.0, 0.0, 0.13059724239533743, 0.0]","[5.772832134368389, 3.092621692113415, 7.415027884887965, 1.0987937638810437, 3.8500643026331165]","[-0.09180215050820034, 0.1418742883824173, 0.13760758236973852, 0.27237728417571205, -0.2886424003333262]","[0.0, 0.0, 0.03152602921421124, 0.05798395726813136, 0.032007324966013065]","[0.7164192798645671, 0.4738228880889992, 0.017499242626759268, 0, 0]"
Voting,500,11,,RLearner,DPExplainableBoostingRegressor,8.0,"[0.4200510172190097, 0.47234344357190045, 2.363670324579859, 0.6613820427654941, 0.3994308557781483]","[0.032585453081596355, 0.01993276653597077, 0.02608488558303976, 0.11320563000904252, 0.04086829970490703]","[0.1036227321790777, 0.14013157966544615, 0.5123291651712475, 0.21059292100881655, 0.06689968113882926]","[0.02359073364014324, 0.017583028262302847, 0.01610126470399295, 0.059886657850147795, 0.022915389838831516]","[5, 5, 5, 5, 5]","[0.024515660919094684, 0.05707861368883255, 0.04949387531909455, 0.09789564056964717, 0.0]","[0.39553535629991504, 0.4152648298830679, 2.3141764492607644, 0.5634864021958469, 0.3994308557781483]","[0.08660659689783748, 0.03863932256631998, 0.003351669744206476, -0.20927643640942728, -0.08261572988791413]","[0.021342053779779963, 0.016995593693885865, 0.01360535948423125, 0.04655691481042412, 0.018427162372312636]","[0.011243399301816394, 0.0029371728420849027, 0.012479526098808511, 0.0666487151986184, 0.022441137332594396]"
